energy_kev,MiningHighVoltage,MiningLowVoltage,SoilHighVoltage,SoilMidVoltage,SoilLowVoltage
17.585061,0.775153,0.000000,0.256033,0.558382,0.000000
17.605102,0.973563,0.000000,0.407943,0.647260,0.000000
17.625144,1.024372,0.000000,0.330762,0.877892,0.000000
17.645186,1.029048,0.000000,0.377746,0.857673,0.000000
17.665227,1.072247,0.000000,0.642159,1.031181,0.000000
17.685269,1.125730,0.000000,0.730512,0.944690,0.000000
17.705311,0.969685,0.000000,0.531044,0.966541,0.000000
17.725352,0.889292,0.000000,0.648602,0.830656,0.000000
17.745394,0.725525,0.000000,0.377859,0.750503,0.000000
17.765436,0.665346,0.000000,0.375627,0.601126,0.000000
17.785477,0.505021,0.000000,0.006316,0.442056,0.000000
17.805519,0.380222,0.000000,0.650486,0.437876,0.000000
17.825561,0.265286,0.000000,0.649524,0.272627,0.000000
17.845603,0.291197,0.000000,0.649062,0.178826,0.000000
17.865644,0.286805,0.000000,0.648620,0.182505,0.000000
17.885686,0.176844,0.000000,0.648487,0.182275,0.603267
17.905728,0.242459,0.000000,0.648715,0.093163,-0.602979
17.925769,0.162705,0.000000,0.648466,0.174858,0.000000
17.945811,0.185432,0.000000,0.648677,0.257821,0.603129
17.965853,0.184164,0.000000,0.648387,0.176270,0.000000
17.985894,0.202668,0.000000,0.648487,0.178115,0.000063
18.005936,0.121687,0.000000,0.647943,0.163465,0.602613
18.025978,0.099505,0.000000,0.647540,0.087972,0.000000
18.046019,0.142005,0.000000,0.000000,0.159601,0.603454
18.066061,0.113837,0.000000,0.000000,0.082068,0.603518
18.086103,0.083866,0.000000,0.000000,0.084258,0.000068
18.106144,0.036201,0.000000,0.000000,0.075809,0.000000
18.126186,0.021799,0.000000,0.000000,0.073048,-0.000394
18.146228,0.014325,0.000000,0.000000,0.004214,0.001025
18.166269,-0.024683,0.000000,0.000000,0.002421,0.000242
18.186311,0.040195,0.000000,0.000000,0.069432,0.000445
18.206353,-0.028591,0.000000,0.000000,0.000600,0.000405
18.226395,-0.006172,0.000000,0.000000,0.064695,0.000049
18.246436,-0.039711,0.000000,0.000000,0.002121,0.000065
18.266478,-0.102511,0.000000,0.000000,0.062442,0.000332
18.286520,-0.070607,0.000000,0.000000,-0.072305,0.000292
18.306561,-0.026977,0.000000,0.000000,-0.004434,-0.000019
18.326603,-0.054753,0.000000,0.000000,-0.064994,0.000715
18.346645,0.032912,0.000000,0.000000,-0.001840,-0.000003
18.366686,-0.038610,0.000000,0.000000,-0.068002,0.000187
18.386728,-0.025351,0.000000,0.000000,-0.004398,0.000004
18.406770,-0.073221,0.000000,0.000000,-0.064713,0.000759
18.426811,-0.005635,0.000000,0.000000,-0.065049,0.000263
18.446853,-0.043717,0.000000,0.000000,-0.052265,0.000262
18.466895,-0.097215,0.000000,0.000000,0.003089,-0.000289
18.486936,-0.111191,0.000000,0.000000,-0.000290,0.000034
18.506978,-0.134966,0.000000,0.000000,-0.058711,-0.000192
18.527020,-0.087496,0.000000,0.000000,-0.052294,0.000399
18.547061,-0.081254,0.000000,0.000000,-0.007230,-0.000124
18.567103,-0.199443,0.000000,0.000000,-0.011434,0.000018
18.587145,-0.140911,0.000000,0.000000,0.008911,-0.000011
18.607187,-0.123375,0.000000,0.000000,-0.030531,0.000180
18.627228,-0.111967,0.000000,0.000000,-0.089451,0.000100
18.647270,-0.135945,0.000000,0.000000,-0.081152,-0.000207
18.667312,-0.129961,0.000000,0.000000,-0.039944,0.000357
18.687353,-0.184197,0.000000,0.000000,-0.047994,0.000342
18.707395,-0.169865,0.000000,0.000000,-0.014393,0.000155
18.727437,-0.050895,0.000000,0.000000,-0.074684,0.000285
18.747478,-0.138865,0.000000,0.000000,-0.080437,0.000077
18.767520,-0.119545,0.000000,0.000000,-0.081131,0.000125
18.787562,-0.122900,0.000000,0.000000,-0.058658,0.000160
18.807603,-0.111280,0.000000,0.000000,0.043160,-0.000114
18.827645,-0.090123,0.000000,0.000000,-0.045696,0.000606
18.847687,-0.060838,0.000000,0.000000,0.007001,0.000527
18.867728,-0.016696,0.000000,0.000000,-0.049971,0.000099
18.887770,-0.040953,0.000000,0.000000,-0.056818,-0.000018
18.907812,0.000057,0.000000,0.000000,0.036023,-0.000041
18.927853,0.050738,0.000000,0.000000,0.012179,0.000043
18.947895,0.052366,0.000000,0.000000,0.022372,0.000030
18.967937,-0.013650,0.000000,0.000000,-0.006636,0.000330
18.987979,0.074302,0.000000,0.000000,0.039359,0.000091
19.008020,0.066405,0.000000,0.000000,0.040909,0.000140
19.028062,0.109335,0.000000,0.000000,0.049742,0.000018
19.048104,0.146328,0.000000,0.000000,0.052399,0.000241
19.068145,0.167150,0.000000,0.000000,0.034982,0.000154
19.088187,0.209207,0.000000,0.000000,0.086321,-0.000300
19.108229,0.184671,0.000000,0.000000,0.030339,0.000373
19.128270,0.201071,0.000000,0.000000,0.018686,0.000164
19.148312,0.143238,0.000000,0.000000,0.061085,0.000010
19.168354,0.224285,0.000000,0.000000,0.074515,0.000176
19.188395,0.198592,0.000000,0.000000,0.047214,0.000173
19.208437,0.219343,0.000000,0.000000,0.091623,0.000080
19.228479,0.200267,0.000000,0.000000,0.056921,0.000002
19.248520,0.186939,0.000000,0.000000,0.044602,-0.000109
19.268562,0.209975,0.000000,0.000000,0.062489,0.000041
19.288604,0.206734,0.000000,0.000000,0.096173,-0.000133
19.308645,0.238773,0.000000,0.000000,0.095291,0.000267
19.328687,0.217691,0.000000,0.000000,0.099374,0.000193
19.348729,0.211956,0.000000,-0.648164,0.104068,0.000249
19.368771,0.191147,0.000000,-0.001117,0.064251,0.000185
19.388812,0.219745,0.000000,-0.001280,0.000470,-0.000006
19.408854,0.202434,0.000000,-0.000550,0.051286,0.000188
19.428896,0.145597,0.000000,-0.000686,0.000818,0.000448
19.448937,0.157854,0.000000,-0.000534,0.066386,0.000028
19.468979,0.103015,0.000000,-0.000440,0.047262,0.000335
19.489021,0.082224,0.000000,-0.000865,0.062503,0.000396
19.509062,0.091754,0.000000,-0.000854,0.060155,-0.000073
19.529104,0.086958,0.000000,-0.205981,0.040873,0.000052
19.549146,0.108362,0.000000,0.000238,0.005461,-0.000129
19.569187,0.130078,0.000000,0.002095,0.000519,0.000180
19.589229,0.057194,0.000000,0.001765,0.051435,-0.000073
19.609271,0.093308,0.000000,0.187281,-0.001140,0.000205
19.629312,0.069864,0.000000,0.180841,0.054997,-0.000010
19.649354,0.065912,0.000000,-0.002108,0.051241,0.000079
19.669396,0.071170,0.000000,-0.006822,0.059807,-0.000162
19.689437,0.035498,0.000000,-0.001257,0.107975,0.000125
19.709479,0.084448,0.000000,-0.001405,0.052167,0.000148
19.729521,0.054884,0.000000,0.000450,0.003928,0.000118
19.749563,0.024121,0.000000,-0.001326,0.108988,0.000229
19.769604,0.052134,0.000000,0.359887,-0.002191,0.000123
19.789646,0.021864,0.000000,-0.000179,0.012071,-0.000138
19.809688,0.010650,0.000000,-0.000516,-0.045027,0.000298
19.829729,0.079726,0.000000,-0.000961,0.061255,0.000155
19.849771,0.009257,0.000000,-0.000941,-0.050820,0.000257
19.869813,0.012867,0.000000,-0.000604,0.061293,0.000267
19.889854,0.139408,0.000000,-0.000873,0.012001,0.000106
19.909896,0.005535,0.000000,-0.000927,-0.005189,0.000056
19.929938,0.103481,0.000000,-0.000765,-0.004007,-0.000033
19.949979,0.068093,0.000000,-0.000556,-0.004634,0.000028
19.970021,0.070529,0.000000,-0.000843,-0.038162,-0.000160
19.990063,0.015538,0.000000,-0.001195,0.001599,0.000142
20.010104,0.061602,0.000000,-0.000664,0.052327,0.000308
20.030146,0.056782,0.000000,-0.000705,0.050397,0.000209
20.050188,0.044524,0.000000,-0.001440,0.047040,0.000225
20.070229,0.025726,0.000000,-0.000773,0.006141,-0.000041
20.090271,0.069823,0.000000,-0.000474,-0.012650,-0.000047
20.110313,0.130698,0.000000,0.000006,0.011032,0.000067
20.130355,0.099639,0.000000,0.000000,0.016328,0.000067
20.150396,0.077721,0.000000,0.000000,0.042603,0.000103
20.170438,0.051980,0.000000,0.000000,0.052736,0.000107
20.190480,0.034557,0.000000,0.000000,0.003709,0.000015
20.210521,0.011484,0.000000,0.000000,-0.007455,-0.000054
20.230563,0.044060,0.000000,0.000000,0.048375,0.000238
20.250605,0.029906,0.000000,0.000000,0.043260,0.000064
20.270646,0.120806,0.000000,0.000000,0.044434,0.000284
20.290688,0.073712,0.000000,0.000000,0.015584,0.000221
20.310730,0.094671,0.000000,0.000000,0.016936,0.000087
20.330771,0.033422,0.000000,0.000000,-0.045812,0.000111
20.350813,0.048086,0.000000,0.000000,0.047599,-0.000140
20.370855,0.042848,0.000000,0.000000,0.045508,0.000047
20.390896,0.043366,0.000000,0.000000,0.046626,0.000324
20.410938,0.032324,0.000000,0.000000,-0.006073,0.000280
20.430980,0.022262,0.000000,0.000000,-0.001599,-0.000066
20.451022,-0.022263,0.000000,0.000000,0.000925,0.000046
20.471063,0.044232,0.000000,0.000000,0.006461,0.000074
20.491105,0.017561,0.000000,0.000000,0.007669,0.000078
20.511147,-0.021699,0.000000,0.000000,0.049026,0.000110
20.531188,0.000808,0.000000,0.000000,-0.007109,0.000120
20.551230,-0.024275,0.000000,0.000000,-0.045675,0.000242
20.571272,-0.032462,0.000000,0.000000,-0.043405,-0.000019
20.591313,0.001171,0.000000,0.000000,-0.049898,0.000123
20.611355,-0.052380,0.000000,0.000000,0.108925,0.000078
20.631397,0.026327,0.000000,0.000000,0.058284,0.000062
20.651438,-0.005561,0.000000,0.000000,0.001807,-0.000097
20.671480,0.036384,0.000000,0.000000,0.003251,0.000137
20.691522,0.032258,0.000000,0.000000,-0.005326,-0.000046
20.711563,0.020509,0.000000,0.000000,0.006132,0.000001
20.731605,0.013601,0.000000,0.000000,0.038088,0.000187
20.751647,-0.049185,0.000000,0.000000,0.050871,0.000186
20.771688,0.015518,0.000000,0.000000,-0.046397,0.000248
20.791730,-0.033182,0.000000,0.000000,0.005702,0.000004
20.811772,0.029593,0.000000,-0.002886,-0.047744,0.000133
20.831814,-0.054350,0.000000,0.647419,-0.003604,-0.000129
20.851855,-0.045852,0.000000,-0.000373,-0.034513,0.000177
20.871897,-0.015816,0.000000,-0.000029,0.005784,0.000446
20.891939,-0.028238,0.000000,-0.001339,-0.005183,0.000121
20.911980,-0.018396,0.000000,-0.001216,-0.009175,0.000214
20.932022,0.015716,0.000000,-0.001559,-0.002523,0.000015
20.952064,-0.021633,0.000000,-0.001005,-0.034036,0.000190
20.972105,-0.017714,0.000000,-0.000685,0.000996,0.000155
20.992147,0.013572,0.000000,-0.001316,0.043451,0.000122
21.012189,0.025611,0.000000,-0.001407,0.030382,-0.000153
21.032230,0.000198,0.000000,-0.001306,0.032044,0.000244
21.052272,-0.027747,0.000000,-0.001221,-0.002365,0.000218
21.072314,0.042729,0.000000,-0.001421,0.009684,-0.000003
21.092355,0.001629,0.000000,-0.000876,0.047374,0.000081
21.112397,0.028190,0.000000,-0.001226,0.025527,0.000031
21.132439,0.024118,0.000000,-0.000579,0.036150,0.000365
21.152480,0.007444,0.000000,-0.001281,-0.001520,0.000060
21.172522,-0.011367,0.000000,-0.001183,0.003345,0.000197
21.192564,0.056142,0.000000,-0.001199,0.008985,0.000091
21.212606,0.092712,0.000000,-0.000807,0.041630,0.000040
21.232647,0.000089,0.000000,-0.000485,0.009962,-0.000095
21.252689,0.054563,0.000000,-0.000701,0.054346,0.000123
21.272731,0.107137,0.000000,-0.000979,-0.047094,0.000114
21.292772,0.090983,0.000000,-0.001095,-0.008933,0.000016
21.312814,0.116041,0.000000,-0.000705,0.025534,0.000190
21.332856,0.084491,0.000000,-0.001234,0.035242,0.000082
21.352897,0.102872,0.000000,-0.001498,0.000707,0.000061
21.372939,0.106313,0.000000,-0.000860,0.042402,-0.000088
21.392981,0.124210,0.000000,-0.000893,0.008244,0.000028
21.413022,0.137022,0.000000,-0.000774,0.009404,-0.000058
21.433064,0.040006,0.000000,-0.000856,0.004859,0.000069
21.453106,0.109989,0.000000,-0.001005,0.045714,0.000083
21.473147,0.051393,0.000000,-0.001342,0.051889,-0.000055
21.493189,0.079734,0.000000,-0.000994,0.025916,-0.000019
21.513231,0.128463,0.000000,-0.000706,0.016102,0.000186
21.533272,0.093780,0.000000,-0.001187,-0.002123,0.000214
21.553314,0.076415,0.000000,-0.000518,0.008878,0.000142
21.573356,0.093682,0.000000,-0.000684,0.006724,-0.000275
21.593398,0.085691,0.000000,-0.000832,0.046115,0.000201
21.613439,0.085411,0.000000,-0.000978,0.052516,0.000078
21.633481,0.057190,0.000000,-0.000447,0.016943,0.000160
21.653523,0.102054,0.000000,-0.000709,0.054515,0.000022
21.673564,0.103275,0.000000,-0.000549,-0.001605,0.000127
21.693606,0.037075,0.000000,-0.001083,0.008619,0.000129
21.713648,0.042617,0.000000,-0.000959,0.003177,-0.000127
21.733689,0.040442,0.000000,-0.001137,0.032421,-0.000044
21.753731,0.090531,0.000000,-0.000882,0.011322,0.000045
21.773773,0.098653,0.000000,-0.001018,0.048232,0.000037
21.793814,0.104860,0.000000,-0.001399,0.045285,0.000159
21.813856,0.073699,0.000000,-0.001045,0.036712,0.000191
21.833898,0.120123,0.000000,-0.000628,0.016264,0.000100
21.853939,0.098591,0.000000,-0.001380,0.043116,0.000120
21.873981,0.074385,0.000000,-0.000603,0.051285,0.000263
21.894023,0.086713,0.000000,-0.000974,0.042110,-0.000134
21.914064,0.048763,0.000000,-0.000860,0.047889,0.000094
21.934106,0.053638,0.000000,-0.000675,0.009323,0.000191
21.954148,0.028131,0.000000,-0.000985,0.006365,0.000027
21.974190,-0.021527,0.000000,-0.000761,0.042198,0.000194
21.994231,0.078478,0.000000,-0.000942,0.043643,0.000051
22.014273,0.120477,0.000000,-0.000354,0.043927,0.000050
22.034315,0.013857,0.000000,-0.000865,0.002624,0.000088
22.054356,0.023291,0.000000,-0.001003,0.052837,-0.000217
22.074398,0.092386,0.000000,-0.001091,0.060924,0.000080
22.094440,0.048927,0.000000,-0.001131,-0.049712,0.000359
22.114481,0.057542,0.000000,-0.001181,-0.000833,0.000039
22.134523,0.020811,0.000000,-0.000888,-0.064617,0.000075
22.154565,0.058492,0.000000,-0.001187,0.050844,0.000270
22.174606,0.047010,0.000000,-0.000887,0.036087,0.000496
22.194648,-0.012867,0.000000,-0.001700,-0.041167,0.000275
22.214690,0.023489,0.000000,-0.001084,0.006955,-0.000041
22.234731,0.083356,0.000000,-0.000639,0.053869,0.000126
22.254773,0.074533,0.000000,-0.000924,0.040105,0.000053
22.274815,0.090592,0.000000,-0.000899,0.009066,0.000399
22.294856,0.029700,0.000000,-0.000938,-0.011105,-0.000053
22.314898,0.050425,0.000000,-0.000421,0.057705,-0.000056
22.334940,0.051240,0.000000,-0.001381,0.059851,-0.000562
22.354982,0.068401,0.000000,-0.001554,0.000828,0.000196
22.375023,0.019633,0.000000,-0.001471,0.026105,-0.000210
22.395065,0.039708,0.000000,-0.001113,0.002169,-0.000009
22.415107,-0.001980,0.000000,-0.000690,-0.007542,-0.000089
22.435148,0.026094,0.000000,-0.001673,0.053786,0.000060
22.455190,0.086971,0.000000,-0.000491,0.052936,0.000267
22.475232,0.063159,0.000000,-0.000557,-0.001994,0.000468
22.495273,-0.020167,0.000000,-0.000578,0.053847,-0.000006
22.515315,0.074585,0.000000,-0.001005,0.011675,-0.000111
22.535357,0.016923,0.000000,-0.000905,0.002501,0.000206
22.555398,0.004246,0.000000,-0.000680,0.047558,0.000422
22.575440,0.021198,0.000000,-0.000671,0.059282,0.000050
22.595482,-0.032534,0.000000,-0.000054,0.041795,-0.000288
22.615523,-0.022909,0.000000,-0.000811,0.000643,-0.000095
22.635565,0.041292,0.000000,-0.000704,-0.001175,0.000426
22.655607,0.046318,0.000000,0.000225,0.008589,-0.001597
22.675648,0.017319,0.000000,0.000416,0.047111,-0.000571
22.695690,-0.009057,0.000000,-0.002297,-0.043476,-0.000173
22.715732,0.009143,0.000000,-0.000544,0.020191,0.603507
22.735774,0.088033,0.000000,0.360908,0.041283,0.000092
22.755815,0.054420,0.000000,-0.001565,0.059419,0.000503
22.775857,0.023489,0.000000,-0.000456,0.011864,0.000577
22.795899,0.046530,0.000000,0.367166,0.000322,-0.603352
22.815940,0.100031,0.000000,0.367418,0.050736,0.000605
22.835982,0.064953,0.000000,-0.368831,0.044977,-0.000021
22.856024,0.053149,0.000000,0.367722,0.006094,-0.000429
22.876065,0.058641,0.000000,-0.000155,-0.005136,0.603398
22.896107,0.045385,0.000000,-0.002319,-0.043266,0.603423
22.916149,0.040219,0.000000,-0.001384,0.052879,0.000000
22.936190,0.048900,0.000000,-0.002239,0.045660,0.602801
22.956232,0.076830,0.000000,-0.003294,0.062384,0.603261
22.976274,0.038268,0.000000,-0.000791,0.060377,0.000000
22.996315,0.066581,0.000000,-0.001738,0.034062,0.000000
23.016357,0.051868,0.000000,-0.001402,-0.043683,0.000000
23.036399,0.032008,0.000000,-0.000286,0.043362,-0.425796
23.056440,-0.006609,0.000000,-0.001596,-0.007847,0.603129
23.076482,0.054838,0.000000,-0.001680,0.048019,0.000000
23.096524,0.019677,0.000000,-0.000704,0.033437,0.000000
23.116566,0.025066,0.000000,-0.001747,0.012961,0.000000
23.136607,0.000583,0.000000,-0.001660,-0.042818,0.000000
23.156649,0.071350,0.000000,-0.002068,-0.013824,0.602837
23.176691,0.026400,0.000000,-0.001949,-0.001959,0.000000
23.196732,0.042797,0.000000,-0.001848,0.096179,0.000000
23.216774,0.039110,0.000000,-0.000452,-0.045654,0.000000
23.236816,0.042613,0.000000,-0.001269,-0.004472,0.000000
23.256857,0.006341,0.000000,-0.001708,0.038082,0.000000
23.276899,0.044847,0.000000,-0.000412,-0.041126,0.000000
23.296941,0.004103,0.000000,0.000025,0.041529,0.000000
23.316982,0.062722,0.000000,-0.000856,0.054896,0.000000
23.337024,0.048900,0.000000,-0.001350,0.053590,0.000000
23.357066,0.045015,0.000000,-0.001141,0.053210,0.000000
23.377107,0.038463,0.000000,-0.000062,-0.000048,0.000000
23.397149,0.008157,0.000000,-0.001477,0.009036,0.000000
23.417191,0.017671,0.000000,0.000251,0.040915,0.000000
23.437233,0.045617,0.000000,-0.001650,0.011583,0.000000
23.457274,0.031803,0.000000,-0.001806,-0.038396,0.000000
23.477316,-0.049906,0.000000,-0.000671,-0.002249,0.000000
23.497358,0.063871,0.000000,-0.000237,0.018587,0.000000
23.517399,0.073570,0.000000,-0.001610,0.051342,0.000000
23.537441,0.022577,0.000000,-0.001055,0.038500,0.000000
23.557483,0.003744,0.000000,-0.001578,0.054826,0.000000
23.577524,0.085071,0.000000,0.000059,0.040846,0.000000
23.597566,0.054131,0.000000,-0.000582,0.040121,0.000000
23.617608,0.038249,0.000000,0.000998,0.054372,0.000000
23.637649,0.024258,0.000000,-0.001775,-0.031573,0.000000
23.657691,0.007012,0.000000,-0.000533,0.050671,0.000000
23.677733,0.014317,0.000000,-0.000433,-0.012601,0.000000
23.697774,-0.027170,0.000000,0.000405,0.004680,0.000000
23.717816,0.025501,0.000000,-0.148166,0.054180,0.000000
23.737858,0.038874,0.000000,-0.002181,-0.049473,0.000000
23.757899,0.007396,0.000000,-0.000227,0.001811,0.000000
23.777941,0.029860,0.000000,-0.281321,-0.000816,0.000000
23.797983,0.038837,0.000000,-0.286472,-0.012379,0.000000
23.818025,-0.026633,0.000000,0.000714,-0.007382,0.000000
23.838066,0.070982,0.000000,-0.002454,0.046620,0.000000
23.858108,0.051553,0.000000,-0.001253,0.043037,0.000000
23.878150,0.063553,0.000000,-0.001244,0.003358,0.000000
23.898191,-0.010803,0.000000,-0.003557,0.052440,0.000000
23.918233,0.085074,0.000000,-0.001521,0.084118,0.000000
23.938275,-0.016017,0.000000,0.000032,0.049195,0.000000
23.958316,0.089171,0.000000,0.000017,0.040561,0.000000
23.978358,0.105805,0.000000,-0.001223,0.008960,0.000000
23.998400,0.052037,0.000000,-0.001769,0.063503,0.000000
24.018441,0.037164,0.000000,-0.001522,0.049232,0.000000
24.038483,0.047412,0.000000,-0.001092,0.013492,0.000000
24.058525,0.057217,0.000000,-0.000319,0.089595,0.000000
24.078566,0.077484,0.000000,-0.002129,-0.000982,0.000000
24.098608,0.024632,0.000000,-0.001572,0.013369,0.000000
24.118650,0.066745,0.000000,-0.002640,0.055698,0.000000
24.138691,0.023703,0.000000,-0.002337,0.003192,0.000000
24.158733,0.052050,0.000000,0.000173,-0.007168,0.000000
24.178775,0.057781,0.000000,-0.002324,-0.009548,0.000000
24.198817,0.060151,0.000000,-0.001320,0.008972,0.000000
24.218858,0.070131,0.000000,-0.000822,0.003717,0.000000
24.238900,-0.001123,0.000000,-0.001887,0.000570,0.000000
24.258942,0.057772,0.000000,-0.002007,-0.005475,0.000000
24.278983,0.055886,0.000000,-0.001485,0.021496,0.000000
24.299025,0.013659,0.000000,-0.002936,-0.000437,0.000000
24.319067,0.045603,0.000000,-0.001014,0.081422,0.000000
24.339108,0.062274,0.000000,-0.001483,0.046900,0.000000
24.359150,0.033641,0.000000,-0.000884,0.004440,0.000000
24.379192,0.032255,0.000000,-0.001239,0.083881,0.000000
24.399233,0.031716,0.000000,-0.003319,0.034985,0.000000
24.419275,0.061651,0.000000,-0.000301,0.040733,0.000000
24.439317,0.049034,0.000000,0.000456,0.041346,0.000000
24.459358,0.071300,0.000000,0.002192,-0.001061,0.000000
24.479400,0.007230,0.000000,-0.001375,0.031315,0.000000
24.499442,-0.001399,0.000000,-0.001088,0.087470,0.000000
24.519483,0.055183,0.000000,-0.002800,0.001987,0.000000
24.539525,0.038321,0.000000,0.001045,0.076153,0.000000
24.559567,0.046536,0.000000,-0.004834,0.016383,0.000000
24.579609,0.082115,0.000000,-0.004406,0.038451,0.000000
24.599650,0.082686,0.000000,0.000862,0.039713,0.000000
24.619692,0.071074,0.000000,-0.002521,-0.032018,0.000000
24.639734,0.042699,0.000000,-0.003006,0.005697,0.000000
24.659775,0.025147,0.000000,-0.003180,0.021207,0.000000
24.679817,0.039413,0.000000,-0.000728,-0.001711,0.000000
24.699859,0.054021,0.000000,0.001656,0.018274,0.000000
24.719900,0.074828,0.000000,-0.002286,0.035464,0.000000
24.739942,0.079543,0.000000,-0.002310,-0.007991,0.000000
24.759984,-0.010888,0.000000,-0.002196,0.039874,0.000000
24.780025,0.022735,0.000000,-0.002002,0.044511,0.000000
24.800067,0.041687,0.000000,-0.002908,0.006599,0.000000
24.820109,0.070197,0.000000,0.205122,0.043291,0.000000
24.840150,0.011542,0.000000,0.003263,0.000032,0.000000
24.860192,0.048485,0.000000,-0.001264,0.026760,0.000000
24.880234,0.033366,0.000000,-0.001254,0.041070,0.000000
24.900275,0.002563,0.000000,0.184089,0.047268,0.000000
24.920317,0.071625,0.000000,-0.002190,0.040780,0.000000
24.940359,0.065081,0.000000,-0.002518,0.001858,0.000000
24.960401,0.045338,0.000000,-0.004977,0.021065,0.000000
24.980442,0.060262,0.000000,-0.003903,0.040043,0.000000
25.000484,-0.008972,0.000000,0.000072,0.046724,0.000000
25.020526,0.076576,0.000000,-0.005702,0.018343,0.000000
25.040567,0.031622,0.000000,-0.000641,0.084442,0.000000
25.060609,0.036220,0.000000,0.000220,0.000052,0.000000
25.080651,0.060898,0.000000,-0.002080,0.011660,0.000000
25.100692,0.001368,0.000000,0.000449,0.084510,0.000000
25.120734,0.093506,0.000000,-0.000601,0.020464,0.000000
25.140776,0.012487,0.000000,-0.001449,0.034868,0.000000
25.160817,0.093490,0.000000,0.125579,0.038657,0.000000
25.180859,0.003158,0.000000,0.000861,0.057133,0.000000
25.200901,0.104706,0.000000,-0.005611,0.027374,0.000000
25.220942,0.012892,0.000000,0.125811,0.040918,0.000000
25.240984,0.025850,0.000000,-0.012543,0.040505,0.000000
25.261026,0.034430,0.000000,-0.003975,0.014099,0.000000
25.281067,0.032107,0.000000,-0.006588,0.054486,0.000000
25.301109,0.049569,0.000000,-0.008414,0.017669,0.000000
25.321151,0.016460,0.000000,-0.003903,0.082876,0.000000
25.341193,0.067082,0.000000,0.003925,0.082731,0.000000
25.361234,0.055194,0.000000,-0.148354,0.078126,0.000000
25.381276,0.095391,0.000000,-0.000430,0.049470,0.000000
25.401318,-0.005932,0.000000,-0.003804,0.000185,0.000000
25.421359,-0.068501,0.000000,-0.005757,0.037893,0.000000
25.441401,0.043142,0.000000,-0.172787,0.043634,0.000000
25.461443,0.012053,0.000000,-0.000969,-0.037574,0.000000
25.481484,0.038059,0.000000,0.001834,0.036016,0.000000
25.501526,0.037489,0.000000,-0.002846,0.009210,0.000000
25.521568,0.021008,0.000000,0.000118,-0.005001,0.000000
25.541609,0.064344,0.000000,-0.004471,0.010254,0.000000
25.561651,0.064526,0.000000,-0.002047,0.077954,0.000000
25.581693,0.039730,0.000000,-0.003408,0.037418,0.000000
25.601734,0.028672,0.000000,0.185881,0.005294,0.000000
25.621776,0.091060,0.000000,0.175855,0.020703,0.000000
25.641818,0.068583,0.000000,0.001346,-0.017415,0.000000
25.661859,0.013532,0.000000,0.179170,0.034452,0.000000
25.681901,0.060286,0.000000,-0.001784,0.048623,0.000000
25.701943,-0.004032,0.000000,-0.000663,-0.014136,0.000000
25.721985,0.006197,0.000000,-0.005413,0.040264,0.000000
25.742026,0.079478,0.000000,0.000280,0.005030,0.000000
25.762068,0.059696,0.000000,-0.006741,0.045310,0.000000
25.782110,0.054294,0.000000,-0.002547,0.068852,0.000000
25.802151,-0.013857,0.000000,-0.000303,0.039447,0.000000
25.822193,0.068675,0.000000,-0.002756,0.014021,0.000000
25.842235,-0.001351,0.000000,-0.005129,0.006151,0.000000
25.862276,0.079188,0.000000,-0.002058,0.047102,0.000000
25.882318,-0.001617,0.000000,-0.004523,0.000858,0.000000
25.902360,0.014986,0.000000,0.000963,0.010866,0.000000
25.922401,0.004252,0.000000,0.004285,0.052053,0.000000
25.942443,0.034540,0.000000,-0.002695,0.050406,0.000000
25.962485,0.078112,0.000000,-0.006460,0.049464,0.000000
25.982526,-0.010811,0.000000,-0.001361,0.061039,0.000000
26.002568,0.042734,0.000000,-0.004011,0.004001,0.000000
26.022610,0.041946,0.000000,-0.002502,-0.000731,0.000000
26.042651,0.087547,0.000000,-0.001940,0.044647,0.000000
26.062693,0.098352,0.000000,-0.008147,0.048273,0.000000
26.082735,0.046103,0.000000,-0.001450,0.019815,0.000000
26.102777,0.029013,0.000000,-0.165532,0.085181,0.000000
26.122818,0.051845,0.000000,-0.000254,0.051421,0.000000
26.142860,0.010939,0.000000,0.167280,0.009506,0.000000
26.162902,0.047400,0.000000,-0.003061,0.038638,0.000000
26.182943,-0.010245,0.000000,0.001420,0.035800,0.000000
26.202985,0.051307,0.000000,-0.000181,0.076707,0.000000
26.223027,0.019745,0.000000,-0.006641,0.023608,0.000000
26.243068,0.060495,0.000000,-0.004037,0.047464,0.000000
26.263110,0.009953,0.000000,-0.001154,0.020873,0.000000
26.283152,0.055428,0.000000,-0.006601,-0.006217,0.000000
26.303193,0.086107,0.000000,-0.006746,0.047821,0.000000
26.323235,0.033350,0.000000,-0.003310,0.023919,0.000000
26.343277,0.029514,0.000000,0.004414,0.047001,0.000000
26.363318,0.037427,0.000000,-0.001079,0.010946,0.000000
26.383360,-0.025329,0.000000,-0.001394,-0.036741,0.000000
26.403402,0.029816,0.000000,-0.001358,0.043003,0.000000
26.423444,0.048832,0.000000,-0.157826,0.070513,0.000000
26.443485,0.065716,0.000000,-0.001389,-0.031667,0.000000
26.463527,0.052159,0.000000,0.004986,0.042456,0.000000
26.483569,0.050048,0.000000,0.002344,0.045738,0.000000
26.503610,0.102023,0.000000,0.000497,0.013294,0.000000
26.523652,0.017678,0.000000,-0.001659,0.016182,0.000000
